"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"337","Spiny Lazy Toad","Scutiger spinosus","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE",149478697,2020-10-08,"CR","3.1","B1ab(iii)","B1ab(iii)",3,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"9.573061",NA,"1",4,3.33333333333333,2,9,240,320,120,NA
"338","Sichuan Hot-Spring Keelback","Thermophis zhaoermii","CHORDATA","REPTILIA","SQUAMATA","DIPSADIDAE",199537403,2022-10-12,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,"24","2111.1",NA,"1",2,10,2,6,240,320,120,NA
"339",NA,"Alstonia rupestris","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","APOCYNACEAE",212029521,2023-11-01,"CR","3.1","B2ab(iii,v); C2a(ii)","B2ab(iii,v); C2a(ii)",3,"Decreasing","Yes","Yes",NA,NA,NA,NA,"Yes","8-100",NA,"100","1",4,3.33333333333333,2,9,240,320,120,NA
"340",NA,"Cyprinus longipectoralis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",212784163,2017-01-01,"EN","3.1","B1ab(v)+2ab(v)","B1ab(v)+2ab(v)",1,"Unknown","0-1","No",NA,NA,NA,NA,"Unknown","448","448",NA,"1",2,10,2,6,240,320,120,NA
"341",NA,"Discogobio longibarbatus","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE",212785313,2022-11-02,"EN","3.1","B1ab(v)+2ab(v)","B1ab(v)+2ab(v)",1,"Unknown","Yes","No",NA,NA,NA,NA,NA,"276","287",NA,"1",2,10,2,6,240,320,120,NA
"342",NA,"Vanmanenia hainanensis","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","GASTROMYZONTIDAE",212825005,2024-04-12,"EN","3.1","B2ab(iii)","B2ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Unknown","12",NA,NA,"1",2,10,2,6,240,320,120,NA
"343",NA,"Yunnanilus chui","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","NEMACHEILIDAE",212911677,2024-01-17,"EN","3.1","B1ab(v)","B1ab(v)",1,"Decreasing","Yes","No",NA,NA,NA,NA,"Unknown",NA,"274",NA,"1",2,10,2,6,240,320,120,NA
"344",NA,"Cobitis brevipinna","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","COBITIDAE",214511241,2023-09-25,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Unknown",NA,"1794",NA,"1",2,10,2,6,240,320,120,NA
"345",NA,"Cobitis fimbriata","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","COBITIDAE",214511264,2023-09-26,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Unknown",NA,"1794",NA,"1",2,10,2,6,240,320,120,NA
"346","Chuannan Crocodile Newt","Tylototriton pseudoverrucosus","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE",254278118,2019-06-20,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,"Unknown",NA,"389","2501-9999","1",2,10,2,6,240,320,120,NA
